fact read color,Moe,351,7.39
road middle quickly,Chibi,489,3.63
beautiful finally throughout,Sedze,330,7.79
song improve huge,Dzesei,149,6.82
player concern still,Multiplication,194,1.54
real nation turn,Sedze,499,1.81
want chance realize,Senen,416,5.04
hospital imagine wind,Sedze,57,2.56
window education use,Senen,311,3.77
billion always author,Senen,300,4.31
require even turn,Realistic,400,5.17
finally might do,Dzesei,157,7.99
keep relationship both,Senen,186,6.66
staff thousand new,Seinen,467,9.64
professor various surface,Sedze,80,4.8
when apply see,Realistic,457,4.97
rich politics dinner,Komodo,328,7.25
quite true large,Komodo,341,2.11
skill charge ability,Dzesei,385,5.71
it go personal,Multiplication,168,2.82
onto daughter black,Senen,369,8.15
write top stuff,Chibi,158,7.38
chance writer book,Seinen,149,1.74
why black how,Seinen,296,8.44
interview dream many,Chibi,152,4.53
inside water six,Komodo,233,3.82
boy red recognize,Chibi,147,7.06
under state culture,Moe,269,2.23
federal happy offer,Moe,106,6.97
Congress friend situation,Seinen,389,6.34
floor state Democrat,Realistic,491,5.48
happy class wide,Seinen,138,3.67
authority citizen can,Multiplication,316,4.2
perform bill onto,Sedze,306,4.45
already determine newspaper,Sedze,190,6.57
job whether real,Moe,462,7.24
score again where,Senen,214,8.26
right right skill,Seinen,385,8.24
require laugh despite,Senen,225,7.84
past play current,Senen,335,3.06
skin everybody administration,Senen,358,8.17
different himself tonight,Sedze,439,1.14
form score light,Sedze,119,5.64
successful gun area,Chibi,478,2.01
without activity moment,Moe,440,6.46
program whatever upon,Moe,351,4.92
force stage most,Realistic,414,6.89
style social source,Chibi,469,5.89
next last leg,Dzesei,429,1.35
can rest money,Moe,217,9.14
statement successful easy,Komodo,418,2.53
have model sit,Seinen,365,3.0
paper official real,Multiplication,158,3.5
size down operation,Moe,261,1.66
budget crime doctor,Moe,95,5.39
seem it property,Sedze,50,2.05
project explain outside,Multiplication,148,9.63
quickly about rate,Sedze,92,2.03
energy someone likely,Sedze,86,7.28
certain miss popular,Komodo,433,3.74
contain position hand,Chibi,405,7.42
in leg control,Senen,271,3.43
skill hour six,Komodo,193,7.61
hear age dinner,Multiplication,337,6.76
step yourself part,Moe,498,3.47
be inside individual,Komodo,160,4.53
which always factor,Sedze,407,9.13
modern six place,Moe,230,6.82
because begin however,Senen,347,5.86
just allow watch,Senen,148,5.51
value challenge alone,Senen,379,3.41
member compare specific,Komodo,465,7.82
chance story partner,Moe,166,6.79
when during think,Chibi,276,9.02
final score or,Senen,465,3.33
pattern opportunity tree,Seinen,139,4.14
buy yes third,Sedze,181,8.61
business mouth fire,Senen,328,1.35
color tax can,Seinen,258,4.37
buy visit manager,Seinen,426,9.27
center agency better,Dzesei,266,8.32
cut arrive film,Moe,393,7.63
result rule she,Chibi,233,4.7
themselves contain job,Multiplication,435,6.3
party green art,Multiplication,490,9.29
director how food,Senen,366,2.24
its science than,Seinen,144,8.44
across wide message,Komodo,105,9.91
reduce away religious,Seinen,80,8.41
value nation ok,Sedze,471,5.6
human reveal race,Moe,227,5.32
law Mr bed,Moe,460,6.14
still box away,Sedze,135,6.88
lay above positive,Moe,326,6.17
morning ability now,Seinen,489,1.29
budget article day,Dzesei,452,3.77
any above world,Multiplication,430,1.09
difference good live,Senen,137,3.58
push institution help,Komodo,418,6.53
instead seem only,Moe,286,3.28
week someone fund,Dzesei,100,9.45
these business center,Seinen,74,9.15
various report few,Chibi,472,6.69
there front deal,Moe,465,2.13
daughter necessary subject,Realistic,459,2.19
matter ok be,Moe,68,9.41
always what road,Moe,236,2.57
piece pattern candidate,Realistic,281,2.44
site course you,Seinen,130,3.37
continue risk test,Multiplication,141,6.63
until party drop,Chibi,198,1.01
message blood future,Sedze,395,7.99
policy however or,Senen,320,8.3
them help plant,Komodo,168,9.13
create toward order,Realistic,444,8.64
better child military,Moe,233,4.59
science student senior,Moe,286,7.64
week station upon,Seinen,458,4.71
also situation offer,Komodo,210,5.13
kitchen citizen security,Sedze,187,8.03
throw fire best,Chibi,247,1.97
wear theory garden,Sedze,178,9.39
approach back movie,Dzesei,333,5.65
part name truth,Moe,318,3.9
expert phone draw,Senen,231,8.4
know law reason,Moe,375,2.91
nothing avoid win,Senen,267,9.17
have although set,Multiplication,164,4.87
building stay sea,Senen,273,4.23
popular general agreement,Multiplication,499,7.74
speak whatever individual,Komodo,100,9.43
or deal physical,Senen,205,4.12
especially bed assume,Seinen,241,5.75
member some argue,Multiplication,82,9.08
act chance production,Moe,249,2.54
image enter hold,Sedze,120,3.33
several spring rate,Senen,349,7.89
local standard low,Multiplication,320,4.34
after question southern,Chibi,300,5.72
blue mission attention,Moe,317,1.85
person oil hard,Komodo,408,9.84
no whose include,Sedze,271,2.1
several provide too,Moe,149,9.71
affect story new,Realistic,473,8.58
list sure against,Realistic,162,9.58
say mother career,Dzesei,118,5.99
yeah where food,Moe,207,5.58
series type force,Senen,63,4.82
of industry foot,Dzesei,128,3.33
in industry light,Chibi,163,2.01
blood information recognize,Sedze,141,5.46
your report fast,Dzesei,476,7.5
center carry increase,Seinen,212,6.3
ability sense inside,Multiplication,382,7.53
media attack likely,Chibi,413,4.83
consumer begin book,Seinen,402,5.98
figure no new,Senen,61,6.68
minute center fall,Seinen,120,8.09
send somebody charge,Senen,199,4.03
sign face call,Multiplication,181,6.97
wind want decide,Realistic,312,4.74
know chair culture,Seinen,61,3.74
front whether especially,Realistic,276,2.37
care put share,Moe,103,8.31
ask executive total,Senen,126,7.99
record agent expect,Realistic,378,8.02
big four miss,Realistic,182,7.21
although bar above,Senen,180,4.36
friend for during,Realistic,269,6.63
fill recent office,Moe,250,4.96
meet record week,Realistic,372,6.59
see though your,Senen,353,3.87
court ever wall,Dzesei,96,6.29
black administration effort,Chibi,325,5.69
main manage place,Sedze,188,3.42
teach impact way,Sedze,334,4.43
increase card foot,Realistic,262,4.28
black hit main,Realistic,111,3.81
color loss close,Moe,368,7.64
something senior responsibility,Chibi,387,2.15
listen fine official,Realistic,218,4.51
to interest civil,Multiplication,238,6.78
hit scene kind,Multiplication,499,5.73
push certainly start,Dzesei,62,9.14
call claim near,Komodo,144,5.45
billion better finish,Seinen,262,5.6
child leg player,Multiplication,172,2.51
rise water visit,Moe,436,4.72
drive major rich,Chibi,300,8.36
power safe message,Chibi,65,5.39
question party approach,Multiplication,461,8.87
early station give,Seinen,170,5.62
build into decision,Sedze,345,7.48
area range particularly,Komodo,392,4.91
leave pull need,Moe,211,1.91
whose often police,Dzesei,221,6.82
realize exactly project,Senen,59,4.2
data establish generation,Seinen,249,1.48
decide be style,Sedze,266,2.63
father toward defense,Senen,201,4.51
note official prove,Realistic,141,2.95
manage firm talk,Realistic,100,7.86
language turn type,Sedze,482,7.31
drop very huge,Multiplication,243,2.87
federal art too,Chibi,277,5.32
employee eat ever,Realistic,268,4.32
least yeah nice,Multiplication,103,1.06
worry method talk,Moe,369,2.67
political note standard,Dzesei,149,6.49
hold onto week,Multiplication,470,8.66
organization look rest,Senen,191,1.52
pattern citizen role,Chibi,129,2.36
stop term less,Dzesei,78,3.9
art three short,Moe,450,2.51
movement born teacher,Multiplication,436,6.71
energy large property,Moe,423,2.86
garden book movie,Sedze,75,6.57
indicate either then,Dzesei,59,1.78
local similar positive,Seinen,323,3.88
spring class rise,Sedze,310,5.69
real buy official,Senen,438,6.08
she condition member,Dzesei,58,7.21
doctor international impact,Sedze,283,9.5
program country contain,Seinen,330,3.76
enough other way,Realistic,359,5.5
me center life,Seinen,351,3.44
because week take,Sedze,108,7.09
between dog interest,Multiplication,367,3.41
stock society know,Komodo,417,3.84
agency politics rather,Multiplication,59,7.72
over look production,Moe,457,3.25
relationship cell camera,Realistic,443,4.27
tree theory hotel,Dzesei,337,7.24
unit fight miss,Dzesei,463,6.79
history decision teacher,Komodo,75,7.14
about message may,Realistic,224,3.78
like notice source,Chibi,337,6.21
door TV must,Realistic,434,1.66
personal lawyer beautiful,Moe,492,2.94
generation act here,Moe,215,6.21
within hair whatever,Multiplication,339,3.7
trip democratic another,Chibi,89,2.34
almost federal way,Chibi,125,5.83
interview truth local,Chibi,267,9.63
organization black create,Realistic,231,6.71
various these site,Sedze,428,2.88
popular yard national,Realistic,357,4.33
star exist field,Moe,205,1.89
add themselves line,Sedze,427,7.07
market safe prevent,Komodo,148,6.08
charge discover should,Multiplication,354,7.99
find six no,Sedze,456,6.77
fish history resource,Realistic,467,1.21
bill suffer seven,Senen,75,2.4
from result coach,Senen,362,2.02
improve possible bed,Dzesei,499,2.1
sound cover tax,Seinen,403,6.64
read around necessary,Chibi,291,6.9
whatever set several,Realistic,482,2.0
ten collection exist,Seinen,282,5.49
animal ten meet,Multiplication,439,4.52
hard shake individual,Moe,196,1.89
move bed fly,Realistic,428,3.06
above head him,Dzesei,249,3.99
player entire pay,Dzesei,191,8.15
year parent discover,Realistic,285,6.1
send claim understand,Dzesei,395,8.33
throw attorney few,Realistic,298,4.75
field very suddenly,Realistic,202,1.47
almost even travel,Realistic,290,3.75
away himself morning,Dzesei,79,5.78
type hand day,Multiplication,399,3.29
Mr near until,Komodo,255,3.86
approach from behind,Senen,170,4.45
task particular cold,Sedze,238,2.29
can level citizen,Multiplication,428,2.12
man expect arrive,Chibi,94,6.85
fast difficult girl,Senen,203,4.13
expert force win,Sedze,181,3.98
table radio bed,Dzesei,405,7.91
father fast fill,Sedze,62,5.59
support six several,Dzesei,253,5.93
worry push enjoy,Chibi,458,1.15
responsibility Mr both,Multiplication,438,1.18
use good put,Dzesei,390,7.52
probably remain also,Komodo,342,4.16
although participant newspaper,Seinen,104,7.3
few thousand as,Dzesei,144,4.23
perform feeling memory,Komodo,172,4.29
research enjoy manager,Chibi,395,4.3
actually food prevent,Sedze,217,4.91
main easy allow,Komodo,110,4.56
political language letter,Dzesei,495,4.16
pattern education religious,Dzesei,457,5.34
machine feel son,Seinen,384,4.4
goal movie above,Multiplication,254,5.36
small mind decade,Moe,396,1.94
worker successful history,Chibi,179,2.99
ok energy allow,Multiplication,361,9.77
vote trial scientist,Dzesei,284,1.68
your outside policy,Seinen,244,8.5
arrive heavy official,Moe,58,7.3
these into design,Seinen,431,7.39
student writer change,Moe,357,3.37
well whatever technology,Senen,202,6.76
